opening_id,name,code,w1,b1,w2,b2,w3,b3,w4,b4,variation
472,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,Open Variations 
473,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Open Variations, Berlin Variation"
474,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Open Variations, Bernstein Variation"
475,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Open Variations, Classical Defense"
476,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Open Variations, Dilworth Variation"
477,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Open Variations, Howell Attack "
478,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Open Variations, Italian Variation "
479,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Open Variations, Main Lines "
480,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Open Variations, Motzko Attack II"
481,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Open Variations, Open Variation"
482,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Open Variations, Riga Variation"
483,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,"Open Variations, St.  Petersburg Variation"
484,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,f5,exf5,-,"Schleimann Defense, Jaenisch Gambit Accepted"
485,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,f5,-,-,Schliemann Defense
486,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,f5,Nc3,fxe4,"Schliemann Defense, Classical Variation "
487,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,f5,Nc3,-,"Schliemann Defense, Dyckhoff Variation"
488,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,f5,Bxc6,-,"Schliemann Defense, Exchange Variation"
489,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,f5,Nc3,fxe4,"Schliemann Defense, M?hring Variation"
490,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,f5,d4,-,"Schliemann Defense, Sch?nemann Attack "
491,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,f5,Nc3,fxe4,"Schliemann Defense, Tartakower Variation"
492,Spanish Game,-,e4,e5,Nf3,Nc6,Bb5,d6,-,-,Steinitz Defense 
493,St.  George Defense,-,e4,a6,-,-,-,-,-,-,general
494,St.  George Defense,-,e4,a6,d4,e6,Nf3,b5,Bd3,c5,"New St.  George, Traditional Line"
495,St.  George Defense,-,e4,a6,d4,b5,Nf3,Bb7,Bd3,e6,Polish Variation 
496,System,-,d4,Nf6,f4,-,-,-,-,-,Canard Formation
497,Tarrasch Defense,-,d4,d5,c4,e6,Nc3,c5,cxd5,exd5,Classical Variation
498,Tarrasch Defense,-,d4,d5,c4,e6,Nc3,c5,cxd5,exd5,"Classical Variation, Advance Variation"
499,Tarrasch Defense,-,d4,d5,c4,e6,Nc3,c5,cxd5,exd5,"Classical Variation, Carlsbad Variation"
500,Tarrasch Defense,-,d4,d5,c4,e6,Nc3,c5,cxd5,exd5,"Classical Variation, Classical Tarrasch Gambit"
501,Tarrasch Defense,-,d4,d5,c4,e6,Nc3,c5,cxd5,exd5,"Classical Variation, Endgame Variation"
502,Tarrasch Defense,-,d4,d5,c4,e6,Nc3,c5,cxd5,exd5,"Classical Variation, Main Line"
503,Tarrasch Defense,-,d4,d5,c4,e6,Nc3,c5,cxd5,exd5,"Classical Variation, Petursson Variation"
504,Tarrasch Defense,-,d4,d5,c4,e6,Nc3,c5,cxd5,exd5,"Classical Variation, Reti Variation"
505,Tarrasch Defense,-,d4,d5,c4,e6,Nc3,c5,cxd5,exd5,"Classical Variation, Spassky Variation"
506,Tarrasch Defense,-,d4,d5,c4,e6,Nc3,c5,-,-, General
507,Tarrasch Defense,-,d4,d5,c4,e6,Nc3,c5,cxd5,exd5,Prague Variation 
508,Tarrasch Defense,-,d4,d5,c4,e6,Nc3,c5,cxd5,exd5,"Prague Variation, Main Line "
509,Tarrasch Defense,-,d4,d5,c4,e6,Nc3,c5,cxd5,cxd4,Schara Gambit
510,Tarrasch Defense,-,d4,d5,c4,e6,Nc3,c5,cxd5,exd5,Swedish Variation 
511,Tarrasch Defense,-,d4,d5,c4,e6,Nc3,c5,e3,Nf6,Symmetrical Variation
512,Tarrasch Defense,-,d4,d5,c4,e6,Nc3,c5,cxd5,exd5,Two Knights Variation 
513,Three Knights Opening,-,e4,e5,Nf3,Nc6,Nc3,-,-,-,General
514,Three Knights Opening,-,e4,e5,Nf3,Nc6,Nc3,g6,d4,exd4,Steinitz - Rosenthal Variation
515,Three Knights Opening,-,e4,e5,Nf3,Nc6,Nc3,g6,-,-,Steinitz Defense 
516,Torre Attack,-,d4,Nf6,Nf3,e6,Bg5,-,-,-,Classical Defense 
517,Torre Attack,-,d4,Nf6,Nf3,e6,Bg5,h6,-,-,"Classical Defense, Nimzowitsch Variation"
518,Torre Attack,-,d4,Nf6,Nf3,e6,Bg5,c5,e3,b6,"Classical Defense, Petrosian Gambit"
519,Torre Attack,-,d4,Nf6,Nf3,g6,Bg5,-,-,-,Fianchetto Defense
520,Torre Attack,-,d4,Nf6,Nf3,g6,Bg5,Bg7,Nbd2,c5,"Fianchetto Defense, Euwe Variation "
521,Trompowsky Attack,-,d4,Nf6,Bg5,-,-,-,-,-,-
522,Trompowsky Attack,-,d4,Nf6,Bg5,e6,-,-,-,-,Classical Defense
523,Trompowsky Attack,-,d4,Nf6,Bg5,e6,e4,-,-,-,"Classical Defense, Big Center Variation"
524,Trompowsky Attack,-,d4,Nf6,Bg5,Ne4,Bh4,-,-,-,Edge Variation
525,Trompowsky Attack,-,d4,Nf6,Bg5,-,-,-,-,-,General 
526,Trompowsky Attack,-,d4,Nf6,Bg5,c5,d5,Qb6,Nc3,-,Poisoned Pawn Variation 
527,Trompowsky Attack,-,d4,Nf6,Bg5,Ne4,h4,-,-,-,Raptor Variation
528,Van Geet Opening,-,Nc3,d5,e4,c6,-,-,-,-,Caro-Kann Variation
529,Van Geet Opening,-,Nc3,-,-,-,-,-,-,-,General
530,Van Geet Opening,-,Nc3,d5,e4,dxe4,Nxe4,e5,-,-,Gruenfeld Defense
531,Van Geet Opening,-,Nc3,e5,Nf3,Nc6,d4,-,-,-,Napoleon Attack 
532,Van Geet Opening,-,Nc3,c5,Nf3,Nc6,d4,cxd4,Nxd4,-,Sicilian Two Knights 
533,Van't Kruijs Opening,-,e3,-,-,-,-,-,-,-,general
534,Vienna Game,-,e4,e5,Nc3,Bc5,-,-,-,-,Anderssen Defense
535,Vienna Game,-,e4,e5,Nc3,Nf6,-,-,-,-,Falkbeer Variation
536,Vienna Game,-,e4,e5,Nc3,-,-,-,-,-,General 
537,Vienna Game,-,e4,e5,Nc3,Nf6,g3,-,-,-,Mieses Variation
538,Vienna Game,-,e4,e5,Nc3,Nc6,g3,-,-,-,Paulsen Variation
539,Vienna Game,-,e4,e5,Nc3,Nf6,Bc4,-,-,-,Stanley Variation
540,Vienna Game,-,e4,e5,Nc3,Nf6,Bc4,Nxe4,Qh5,Nd6,"Stanley Variation, Frankenstein-Dracula Variation"
541,Vienna Game,-,e4,e5,Nc3,Nf6,Bc4,Bb4,-,-,"Stanley Variation, Reversed Spanish "
542,Vienna Game,-,e4,e5,Nc3,Nf6,Bc4,Nc6,-,-,"Stanley Variation, Three Knights Variation"
543,Vienna Game,-,e4,e5,Nc3,Nc6,f4,-,-,-,Vienna Gambit
544,Vienna Game,-,e4,e5,Nc3,Nf6,f4,-,-,-,Vienna Gambit2
545,Vienna Game,-,e4,e5,Nc3,Nf6,f4,d5,fxe5,Nxe4,"Vienna Gambit, Breyer Variation "
546,Vienna Game,-,e4,e5,Nc3,Nf6,f4,d5,-,-,"Vienna Gambit, Main Line "
547,Vienna Game,-,e4,e5,Nc3,Nf6,f4,d5,fxe5,Nxe4,"Vienna Gambit, Modern Variation"
548,Vienna Game,-,e4,e5,Nc3,Nf6,f4,d5,fxe5,Nxe4,"Vienna Gambit, Paulsen Attack "
549,Vienna Game,-,e4,e5,Nc3,Nc6,f4,exf4,Nf3,-,"Vienna Gambit, Steinitz Gambit Knight Variation"
550,Wade Defense,-,d4,d6,Nf3,Bg4,-,-,-,-,General
551,Zukertort Opening,-,Nf3,Nc6,-,-,-,-,-,-,variation Mustang Defense
552,Zukertort Opening,-,Nf3,Nf6,b3,g6,Bb2,Bg7,g3,O-O,Double Fianchetto Attack 
553,Zukertort Opening,-,Nf3,f5,-,-,-,-,-,-,Dutch Variation 
554,Zukertort Opening,-,Nf3,c5,g3,d5,Bg2,Nc6,d4,e6,Gr�nfeld Reversed
555,Zukertort Opening,-,Nf3,g6,-,-,-,-,-,-,Kingside Fianchetto
556,Zukertort Opening,-,Nf3,f5,d3,Nf6,e4,-,-,-,Lisitsyn Gambit Deferred 
557,Zukertort Opening,-,Nf3,f5,e4,-,-,-,-,-,Lisitsyn Gambit
558,Zukertort Opening,-,Nf3,Nf6,b3,-,-,-,-,-,Nimzo-Larsen Variation 
559,Zukertort Opening,-,Nf3,d5,d3,-,-,-,-,-,Old Indian Attack
560,Zukertort Opening,-,Nf3,d6,-,-,-,-,-,-,Pirc Invitation
561,Zukertort Opening,-,Nf3,b5,-,-,-,-,-,-,Polish Defense 
562,Zukertort Opening,-,Nf3,d5,-,-,-,-,-,-,Queen Pawn Defense 
563,Zukertort Opening,-,Nf3,e6,-,-,-,-,-,-,Queen's Gambit Invitation
564,Zukertort Opening,-,Nf3,b6,-,-,-,-,-,-,Queenside Fianchetto Variation 
565,Zukertort Opening,-,Nf3,Nf6,e3,-,-,-,-,-,Quiet system
566,Zukertort Opening,-,d4,d5,Nf3,c5,-,-,-,-,Reversed Queen's Gambit 
567,Zukertort Opening,-,Nf3,d5,b4,-,-,-,-,-,Santasiere's Folly 
568,Zukertort Opening,-,Nf3,c5,-,-,-,-,-,-,Sicilian Invitation 
569,Zukertort Opening,-,Nf3,c6,-,-,-,-,-,-,Slav Invitation
570,Zukertort Opening,-,Nf3,Nf6,-,-,-,-,-,-,Symmetrical Variation 
571,Zukertort Opening,-,Nf3,d6,d4,Bg4,c4,Nd7,Qb3,Rb8,"Wade Defense, Chigorin Plan "
572,Queen's Gambit Accepted,-,d4,d5,c4,dxc4,Nf3,Nf6,e3,e6,Furman Variation
573,Queen's Gambit Accepted,-,d4,d5,c4,dxc4,-,-,-,-,General
574,Queen's Gambit Accepted,-,d4,d5,c4,dxc4,Nc3,c5,d5,Nf6,"Gunsberg Defense, Prianishenmo Gambit"
575,Queen's Gambit Accepted,-,d4,d5,c4,dxc4,Nf3,Nf6,e3,Bg4,Janowski-Larsen Variation
576,Queen's Gambit Accepted,-,d4,d5,c4,dxc4,e4,c5,d5,Nf6,Linares Variation
577,Queen's Gambit Accepted,-,d4,d5,c4,dxc4,Nf3,Nf6,Qa4+,-,Mannheim Variation
578,Queen's Gambit Accepted,-,d4,d5,c4,dxc4,Nf3,-,-,-,Normal Variation
579,Queen's Gambit Accepted,-,d4,d5,c4,dxc4,Nf3,Nf6,e3,-,Normal Variation
580,Queen's Gambit Accepted,-,d4,d5,c4,dxc4,Nf3,Nf6,e3,e6,"Normal Variation, Traditional System"
581,Queen's Gambit Accepted,-,d4,d5,c4,dxc4,e3,-,-,-,Old Variation
582,Queen's Gambit Accepted,-,d4,d5,c4,dxc4,Nf3,e6,-,-,Rosenthal Variation
583,Queen's Gambit Accepted,-,d4,d5,c4,dxc4,Nf3,Nf6,Nc3,-,Showalter Variation
584,Queen's Gambit Accepted,-,d4,d5,c4,dxc4,Nf3,Nf6,e3,g6,Smyslov Variation
585,Queen's Gambit Accepted,-,d4,d5,c4,dxc4,Nf3,Nf6,e3,Be6,Winawer Defense
586,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,Anti-Tartakower Variation
587,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,"Anti-Tartakower Variation, Petrosian Variation"
588,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Nf3,Nbd7,Barmen Variation
589,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Nbd7,Cambridge Springs Variation
590,Queen's Gambit Declined,-,d4,d5,c4,e6,Nf3,Nf6,Bg5,h6,Capablanca - General
591,Queen's Gambit Declined,-,d4,d5,c4,e6,Nf3,Nf6,Bg5,Nbd7,Capablanca Variation
592,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Be7,-,-,Charousek (Petrosian) Variation
593,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,cxd5,-,Exchange Variation
594,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,cxd5,exd5,"Exchange Variation, Positional Variation"
595,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,cxd5,exd5,"Exchange Variation, Positional Variation"
596,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,cxd5,exd5,"Exchange Variation, Reshevsky Variation"
597,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,cxd5,exd5,"Exchange Variation, Saemisch Variation"
598,Queen's Gambit Declined,-,d4,d5,c4,e6,-,-,-,-,General
599,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Nf3,Be7,Harrwitz Attack 
600,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bf4,-,Harrwitz Attack 2
601,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Nf3,Be7,"Harrwitz Attack, Fianchetto Defense"
602,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Nf3,Be7,"Harrwitz Attack, Main Line"
603,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Nf3,Be7,"Harrwitz Attack,New Main Line"
604,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Nf3,Be7,"Harrwitz Attack,Old Main Line"
605,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Nf3,Be7,"Harrwitz Attack, Orthodox Defense"
606,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Nf3,Be7,"Harrwitz Attack, Two Knights Defense"
607,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Nf3,Be7,"Harrwitz Attack Two Knights Defense, Blockade Line "
608,Queen's Gambit Declined,-,d4,d5,c4,e6,Nf3,Nf6,Bg5,h6,Hastings Variation 
609,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,a6,-,-,Janowski Variation 
610,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,Lasker Defense
611,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,"Lasker Defense, Main Line"
612,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,"Lasker Defense, Teichmann Variation"
613,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Nbd7,Manhattan Variation 
614,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,"Miles Variation, Dzhindzhi Attack"
615,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,-,Modern Variation
616,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,"Modern Variation, Normal Line"
617,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Nbd7,"Modern, Knight Defense"
618,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Nbd7,"Modern, Knight Defense "
619,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Nbd7,"Modern, Knight Defense"
620,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,Neo-Orthodox Variation
621,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,"Neo-Orthodox Variation, Main Line"
622,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,-,-,Normal Defense
623,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,"Orthodox Defense, Alekhine Variation"
624,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,"Orthodox Defense, Botvinnik Variation"
625,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,"Orthodox Defense, Classical Variation"
626,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,"Orthodox Defense, Classical Variation"
627,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,"Orthodox Defense, Classical Variation2"
628,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,"Orthodox Defense, Fianchetto Variation"
629,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,"Orthodox Defense, General "
630,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,"Orthodox Defense, Hennegerger Variation"
631,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,"Orthodox Defense, Main Line "
632,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,"Orthodox Defense, Main Line2"
633,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,"Orthodox Defense, Main Line "
634,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,"Orthodox Defense, Pillsbury Variation"
635,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,"Orthodox Defense, Rubinstein Variation"
636,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,"Orthodox Defense Rubinstein Variation, Flohr"
637,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,c5,Pseudo-Tarrasch Variation 
638,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,-,-,-,Queen's Knight Variation 
639,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Nf3,Bb4,Ragozin Defense
640,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Nf3,Bb4,"Ragozin Defense, Alekhine Variation"
641,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Nf3,Bb4,"Ragozin Defense, Vienna Variation"
642,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Nf3,c5,Semi-Tarrasch Defense
643,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Nf3,c5,"Semi-Tarrasch Defense, Exchange Variation"
644,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Nf3,c5,"Semi-Tarrasch Defense, Main Line"
645,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Nf3,c5,"Semi-Tarrasch Defense, Pillsbury Variation"
646,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Nf3,c5,"Semi-Tarrasch Defense, Pillsbury Variation"
647,Queen's Gambit Declined,-,d4,d5,c4,e6,Nf3,c5,-,-,"Tarrasch Defense, Pseudo-Tarrasch"
648,Queen's Gambit Declined,-,d4,d5,c4,e6,Nf3,c5,cxd5,exd5,"Tarrasch Defense, Pseudo-Tarrasch Bishop Attack"
649,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,"Tartakower Defense, General "
650,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,"Tartakower Defense, Makogonov Exchange Variation "
651,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,"Tartakower Variation, Exchange Variation"
652,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Nf3,-,"Three Knights Variation, General"
653,Queen's Gambit Declined,-,d4,d5,c4,e6,Nf3,Nf6,Bg5,-,Traditional Variation 
654,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Nf3,dxc4,Vienna Variation 
655,Queen's Gambit Declined,-,d4,d5,c4,e6,Nf3,Nf6,Bg5,Bb4+,Vienna Variation 
656,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Nf3,dxc4,"Vienna Variation, Quiet Variation"
657,Queen's Gambit Declined,-,d4,d5,c4,e6,Nc3,Nf6,Bg5,Nbd7,Westphalian Variation
658,Queen's Gambit Refused,-,d4,d5,c4,e5,-,-,-,-,Albin Countergambit
659,Queen's Gambit Refused,-,d4,d5,c4,e5,dxe5,d4,Nf3,Nc6,"Albin Countergambit, Fianchetto Variation"
660,Queen's Gambit Refused,-,d4,d5,c4,e5,dxe5,d4,Nf3,Nc6,"Albin Countergambit, Fianchetto Variation Be6 Line "
661,Queen's Gambit Refused,-,d4,d5,c4,e5,dxe5,d4,Nf3,Nc6,"Albin Countergambit, Fianchetto Variation "
662,Queen's Gambit Refused,-,d4,d5,c4,e5,dxe5,d4,Nf3,Nc6,"Albin Countergambit, Modern Line"
663,Queen's Gambit Refused,-,d4,d5,c4,e5,dxe5,d4,Nf3,-,"Albin Countergambit, Normal Line"
664,Queen's Gambit Refused,-,d4,d5,c4,Bf5,-,-,-,-,Baltic Defense 
665,Queen's Gambit Refused,-,d4,d5,c4,Bf5,cxd5,Bxb1,Qa4+,c6,"Baltic Defense, Argentinian Gambit"
666,Queen's Gambit Refused,-,d4,d5,c4,Bf5,Nc3,e6,Nf3,Nc6,"Baltic Defense, Pseudo-Chigorin"
667,Queen's Gambit Refused,-,d4,d5,c4,Bf5,Nc3,e6,Nf3,c6,"Baltic Defense, Pseudo-Slav"
668,Queen's Gambit Refused,-,d4,d5,c4,Nc6,-,-,-,-,Chigorin Defense 
669,Queen's Gambit Refused,-,d4,d5,c4,Nc6,cxd5,Qxd5,-,-,"Chigorin Defense, Exchange Variation"
670,Queen's Gambit Refused,-,d4,d5,c4,Nc6,cxd5,Qxd5,e3,e5,"Chigorin Defense,Costa's Line "
671,Queen's Gambit Refused,-,d4,d5,c4,Nc6,Nc3,dxc4,Nf3,-,"Chigorin Defense, Janowski Variation"
672,Queen's Gambit Refused,-,d4,d5,c4,Nc6,Nf3,e5,-,-,"Chigorin Defense, Lazard Gambit"
673,Queen's Gambit Refused,-,d4,d5,c4,Nc6,Nf3,Bg4,-,-,"Chigorin Defense, Main Line"
674,Queen's Gambit Refused,-,d4,d5,c4,Nc6,Nc3,Nf6,Nf3,dxc4,"Chigorin Defense, Modern Gambit"
675,Queen's Gambit Refused,-,d4,d5,c4,Nc6,Nc3,e5,-,-,"Chigorin Defense, Tartakower Gambit"
676,Queen's Gambit Refused,-,d4,d5,c4,Nf6,-,-,-,-,Marshall Defense
677,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,g3,Bb7,Anti-Queen's Indian System
678,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,g3,Bb7,Capablanca Variation 
679,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,g3,Bb7,Classical Variation 
680,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,g3,Bb7,"Classical Variation, Polugayevsky Gambit"
681,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,g3,Bb7,"Classical Variation, Tiviakov Defense"
682,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,g3,Bb7,"Classical Variation, Traditional Variation"
683,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,g3,Bb7,"Classical Variation, Traditional Variation2"
684,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,g3,Bb7,"Classical Variation,Nimowitsch Line "
685,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,g3,Bb7,Euwe Variation 
686,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,g3,Bb7,Fianchetto Traditional
687,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,g3,Ba6,"Fianchetto Variation, Check Variation"
688,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,g3,Ba6,"Check Variation,Intermezzo Line "
689,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,g3,-,"Fianchetto Variation, General"
690,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,g3,Bb7,"Fianchetto Variation, Kramnik Variation"
691,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,g3,Ba6,"Fianchetto Variation, Nimzowitsch Variation"
692,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,g3,Ba6,"Nimzowitsch Variation,Nimzowitsch Attack "
693,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,g3,Ba6,"Nimzowitsch Variation,Quiet Line "
694,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,g3,Ba6,"Nimzowitsch Variation,Timman's Line "
695,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,g3,Bb7,"Fianchetto Variation, Rubinstein Variation"
696,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,g3,Bb7,"Fianchetto Variation, Saemisch Variation"
697,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,-,-,General 
698,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,Nc3,-,Kasparov Variation 
699,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,Nc3,Bb7,"Kasparov Variation, Botvinnik Attack"
700,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,Nc3,Bb7,"Kasparov Variation, General "
701,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,Nc3,Bb7,Kasparov-Petrosian Variation 
702,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,Nc3,Bb7,"Kasparov-Petrosian Variation, Andersson Variation "
703,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,Nc3,Bb7,"Kasparov-Petrosian Variation, Classical Variation "
704,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,Nc3,Bb7,"Kasparov-Petrosian Variation, Hedgehog Variation"
705,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,Nc3,Bb7,"Kasparov-Petrosian Variation, Kasparov Attack"
706,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,Nc3,Bb7,"Kasparov-Petrosian Variation, Main Line"
707,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,Nc3,Bb7,"Kasparov-Petrosian Variation, Marco Defense"
708,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,Nc3,Bb7,"Kasparov-Petrosian Variation, Petrosian Attack"
709,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,Nc3,Bb7,"Kasparov-Petrosian Variation, Romanishin Attack"
710,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,Bf4,-,Miles Variation 
711,Queen's Indian Defense,-,d4,Nf6,c4,e6,Nf3,b6,g3,Bb7,Opocensky Variation 
