PlayerId,PlayerName,nb_rows_in_Actions,random_value,SUM(Actions.OffensiveRebounds),SUM(Actions.FreeThrowsMade),SUM(Actions.BlockedShots),SUM(Actions.Points),SUM(Actions.FieldGoalAttempts),SUM(Actions.BlocksAgainst),SUM(Actions.PlusMinus),SUM(Actions.TotalRebounds),SUM(Actions.Turnovers),SUM(Actions.3PointAttempts),SUM(Actions.Starter),SUM(Actions.Minutes),SUM(Actions.PersonalFouls),SUM(Actions.DefensiveRebounds),SUM(Actions.Assists),SUM(Actions.FreeThrowAttempts),SUM(Actions.FieldGoalsMade),SUM(Actions.Steals),STD(Actions.OffensiveRebounds),STD(Actions.FreeThrowsMade),STD(Actions.BlockedShots),STD(Actions.Points),STD(Actions.FieldGoalAttempts),STD(Actions.BlocksAgainst),STD(Actions.PlusMinus),STD(Actions.TotalRebounds),STD(Actions.Turnovers),STD(Actions.3PointAttempts),STD(Actions.Starter),STD(Actions.Minutes),STD(Actions.PersonalFouls),STD(Actions.DefensiveRebounds),STD(Actions.Assists),STD(Actions.FreeThrowAttempts),STD(Actions.FieldGoalsMade),STD(Actions.Steals),MAX(Actions.OffensiveRebounds),MAX(Actions.FreeThrowsMade),MAX(Actions.BlockedShots),MAX(Actions.Points),MAX(Actions.FieldGoalAttempts),MAX(Actions.BlocksAgainst),MAX(Actions.PlusMinus),MAX(Actions.TotalRebounds),MAX(Actions.Turnovers),MAX(Actions.Starter),MAX(Actions.Minutes),MAX(Actions.PersonalFouls),MAX(Actions.DefensiveRebounds),MAX(Actions.Assists),MAX(Actions.FreeThrowAttempts),MAX(Actions.FieldGoalsMade),MAX(Actions.Steals),SKEW(Actions.OffensiveRebounds),SKEW(Actions.FreeThrowsMade),SKEW(Actions.BlockedShots),SKEW(Actions.Points),SKEW(Actions.FieldGoalAttempts),SKEW(Actions.BlocksAgainst),SKEW(Actions.PlusMinus),SKEW(Actions.TotalRebounds),SKEW(Actions.Turnovers),SKEW(Actions.Starter),SKEW(Actions.Minutes),SKEW(Actions.PersonalFouls),SKEW(Actions.DefensiveRebounds),SKEW(Actions.Assists),SKEW(Actions.FreeThrowAttempts),SKEW(Actions.FieldGoalsMade),SKEW(Actions.Steals),MIN(Actions.OffensiveRebounds),MIN(Actions.FreeThrowsMade),MIN(Actions.BlockedShots),MIN(Actions.Points),MIN(Actions.FieldGoalAttempts),MIN(Actions.BlocksAgainst),MIN(Actions.PlusMinus),MIN(Actions.TotalRebounds),MIN(Actions.Turnovers),MIN(Actions.Starter),MIN(Actions.Minutes),MIN(Actions.PersonalFouls),MIN(Actions.DefensiveRebounds),MIN(Actions.Assists),MIN(Actions.FreeThrowAttempts),MIN(Actions.FieldGoalsMade),MIN(Actions.Steals),MEAN(Actions.OffensiveRebounds),MEAN(Actions.FreeThrowsMade),MEAN(Actions.BlockedShots),MEAN(Actions.Points),MEAN(Actions.FieldGoalAttempts),MEAN(Actions.BlocksAgainst),MEAN(Actions.PlusMinus),MEAN(Actions.TotalRebounds),MEAN(Actions.Turnovers),MEAN(Actions.Starter),MEAN(Actions.Minutes),MEAN(Actions.PersonalFouls),MEAN(Actions.DefensiveRebounds),MEAN(Actions.Assists),MEAN(Actions.FreeThrowAttempts),MEAN(Actions.FieldGoalsMade),MEAN(Actions.Steals),MODE(Actions.TeamId),MODE(Actions.GameId),add_numerical
185,Jared Sullinger,2,0.4739117240519509,0.0,2.0,0.0,20.0,20.0,0.0,-42.0,2.0,1.0,6.0,2.0,3244.0,4.0,2.0,6.0,2.0,7.0,4.0,0.0,1.4142135623730951,0.0,11.313708498984761,5.656854249492381,0.0,1.4142135623730951,1.4142135623730951,0.7071067811865476,0.0,0.0,506.288455329568,1.4142135623730951,1.4142135623730951,2.8284271247461903,1.4142135623730951,3.5355339059327378,1.4142135623730951,0.0,2.0,0.0,18.0,14.0,0.0,-20.0,2.0,1.0,1.0,1980.0,3.0,2.0,5.0,2.0,6.0,3.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,6.0,0.0,-22.0,0.0,0.0,1.0,1264.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,10.0,10.0,0.0,-21.0,1.0,0.5,1.0,1622.0,2.0,1.0,3.0,1.0,3.5,2.0,15.0,5.0,185
186,Christapher Johnson,2,0.11809521812125534,2.0,8.0,0.0,27.0,21.0,0.0,-12.0,10.0,2.0,6.0,0.0,3377.0,7.0,8.0,2.0,10.0,9.0,1.0,0.0,5.656854249492381,0.0,16.263455967290593,6.363961030678928,0.0,4.242640687119285,1.4142135623730951,0.0,0.0,0.0,699.3286065934955,2.1213203435596424,1.4142135623730951,0.0,7.0710678118654755,4.949747468305833,0.7071067811865476,1.0,8.0,0.0,25.0,15.0,0.0,-3.0,6.0,1.0,0.0,2183.0,5.0,5.0,1.0,10.0,8.0,1.0,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,2.0,6.0,0.0,-9.0,4.0,1.0,0.0,1194.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,13.5,10.5,0.0,-6.0,5.0,1.0,0.0,1688.5,3.5,4.0,1.0,5.0,4.5,0.5,15.0,5.0,186
187,Phil Pressey,2,0.3333172232512216,4.0,3.0,0.0,13.0,17.0,2.0,-6.0,10.0,1.0,6.0,0.0,4076.0,2.0,6.0,1.0,4.0,4.0,3.0,1.4142135623730951,2.1213203435596424,0.0,2.1213203435596424,2.1213203435596424,1.4142135623730951,4.242640687119285,4.242640687119285,0.7071067811865476,0.0,0.0,94.75230867899737,0.0,2.8284271247461903,0.7071067811865476,2.8284271247461903,1.4142135623730951,0.7071067811865476,3.0,3.0,0.0,8.0,10.0,2.0,0.0,8.0,1.0,0.0,2105.0,1.0,5.0,1.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,5.0,7.0,0.0,-6.0,2.0,0.0,0.0,1971.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.5,0.0,6.5,8.5,1.0,-3.0,5.0,0.5,0.0,2038.0,1.0,3.0,0.5,2.0,2.0,1.5,15.0,5.0,187
188,Kelly Olynyk,2,0.1381721310042885,1.0,0.0,0.0,9.0,11.0,0.0,-5.0,2.0,2.0,6.0,0.0,2288.0,3.0,1.0,9.0,2.0,4.0,6.0,0.7071067811865476,0.0,0.0,6.363961030678928,3.5355339059327378,0.0,0.7071067811865476,1.4142135623730951,1.4142135623730951,0.0,0.0,16.97056274847714,0.7071067811865476,0.7071067811865476,2.1213203435596424,1.4142135623730951,2.8284271247461903,1.4142135623730951,1.0,0.0,0.0,9.0,8.0,0.0,-2.0,2.0,2.0,0.0,1156.0,2.0,1.0,6.0,2.0,4.0,4.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,0.0,-3.0,0.0,0.0,0.0,1132.0,1.0,0.0,3.0,0.0,0.0,2.0,0.5,0.0,0.0,4.5,5.5,0.0,-2.5,1.0,1.0,0.0,1144.0,1.5,0.5,4.5,1.0,2.0,3.0,15.0,5.0,188
189,Chris Babb,2,0.23838461538840172,7.0,4.0,0.0,21.0,16.0,2.0,18.0,11.0,6.0,6.0,0.0,2350.0,7.0,4.0,1.0,6.0,8.0,1.0,0.7071067811865476,2.8284271247461903,0.0,4.949747468305833,2.8284271247461903,0.0,1.4142135623730951,2.1213203435596424,1.4142135623730951,0.0,0.0,108.89444430272832,2.1213203435596424,1.4142135623730951,0.7071067811865476,4.242640687119285,1.4142135623730951,0.7071067811865476,4.0,4.0,0.0,14.0,10.0,1.0,10.0,7.0,4.0,0.0,1252.0,5.0,3.0,1.0,6.0,5.0,1.0,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,7.0,6.0,1.0,8.0,4.0,2.0,0.0,1098.0,2.0,1.0,0.0,0.0,3.0,0.0,3.5,2.0,0.0,10.5,8.0,1.0,9.0,5.5,3.0,0.0,1175.0,3.5,2.0,0.5,3.0,4.0,0.5,15.0,5.0,189
190,Joel Anthony,2,0.2476434961635371,1.0,0.0,0.0,0.0,2.0,0.0,-1.0,3.0,0.0,6.0,0.0,662.0,1.0,2.0,1.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,2.1213203435596424,0.7071067811865476,0.0,0.0,0.0,77.78174593052023,0.7071067811865476,0.0,0.7071067811865476,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,386.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,1.0,0.0,0.0,276.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,-0.5,1.5,0.0,0.0,331.0,0.5,1.0,0.5,0.0,0.0,0.0,15.0,5.0,190
191,Rajon Rondo,2,0.45739097690825536,1.0,1.0,0.0,3.0,3.0,1.0,-18.0,2.0,1.0,6.0,0.0,776.0,1.0,1.0,0.0,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,2.1213203435596424,2.1213203435596424,0.7071067811865476,12.727922061357855,1.4142135623730951,0.7071067811865476,0.0,0.0,548.7148622007609,0.7071067811865476,0.7071067811865476,0.0,1.4142135623730951,0.7071067811865476,0.7071067811865476,1.0,1.0,0.0,3.0,3.0,1.0,0.0,2.0,1.0,0.0,776.0,1.0,1.0,0.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.5,1.5,0.5,-9.0,1.0,0.5,0.0,388.0,0.5,0.5,0.0,1.0,0.5,0.5,15.0,5.0,191
192,Mike Dunleavy,2,0.8165309059063821,1.0,1.0,1.0,13.0,13.0,0.0,-26.0,7.0,7.0,6.0,1.0,1915.0,2.0,6.0,6.0,1.0,6.0,0.0,0.7071067811865476,0.7071067811865476,0.7071067811865476,9.192388155425117,9.192388155425117,0.0,18.384776310850235,4.949747468305833,4.949747468305833,0.0,0.7071067811865476,1354.1094859722384,1.4142135623730951,4.242640687119285,4.242640687119285,0.7071067811865476,4.242640687119285,0.0,1.0,1.0,1.0,13.0,13.0,0.0,0.0,7.0,7.0,1.0,1915.0,2.0,6.0,6.0,1.0,6.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,6.5,6.5,0.0,-13.0,3.5,3.5,0.5,957.5,1.0,3.0,3.0,0.5,3.0,0.0,15.0,5.0,192
193,Carlos Boozer,2,0.3403235916182724,0.0,7.0,0.0,30.0,15.0,0.0,11.0,5.0,4.0,6.0,2.0,4164.0,5.0,5.0,6.0,7.0,9.0,2.0,0.0,2.1213203435596424,0.0,9.899494936611665,6.363961030678928,0.0,7.7781745930520225,0.7071067811865476,1.4142135623730951,0.0,0.0,349.31074990615446,0.7071067811865476,0.7071067811865476,0.0,2.1213203435596424,3.5355339059327378,1.4142135623730951,0.0,5.0,0.0,22.0,12.0,0.0,11.0,3.0,3.0,1.0,2329.0,3.0,3.0,3.0,5.0,7.0,2.0,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,8.0,3.0,0.0,0.0,2.0,1.0,1.0,1835.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,3.5,0.0,15.0,7.5,0.0,5.5,2.5,2.0,1.0,2082.0,2.5,2.5,3.0,3.5,4.5,1.0,16.0,5.0,193
194,Joakim Noah,2,0.16705989219240813,4.0,4.0,0.0,28.0,20.0,0.0,2.0,13.0,5.0,6.0,2.0,2880.0,4.0,9.0,3.0,5.0,12.0,0.0,1.4142135623730951,0.0,0.0,2.8284271247461903,2.8284271247461903,0.0,4.242640687119285,0.7071067811865476,2.1213203435596424,0.0,0.0,0.0,1.4142135623730951,0.7071067811865476,0.7071067811865476,0.7071067811865476,1.4142135623730951,0.0,3.0,2.0,0.0,16.0,12.0,0.0,4.0,7.0,4.0,1.0,1440.0,3.0,5.0,2.0,3.0,7.0,0.0,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,12.0,8.0,0.0,-2.0,6.0,1.0,1.0,1440.0,1.0,4.0,1.0,2.0,5.0,0.0,2.0,2.0,0.0,14.0,10.0,0.0,1.0,6.5,2.5,1.0,1440.0,2.0,4.5,1.5,2.5,6.0,0.0,16.0,5.0,194
195,Jimmy Butler,2,0.38016598423875114,6.0,1.0,2.0,29.0,29.0,4.0,31.0,21.0,4.0,6.0,2.0,4616.0,6.0,15.0,11.0,1.0,14.0,4.0,1.4142135623730951,0.7071067811865476,1.4142135623730951,6.363961030678928,6.363961030678928,1.4142135623730951,14.849242404917497,0.7071067811865476,1.4142135623730951,0.0,0.0,43.840620433565945,1.4142135623730951,0.7071067811865476,0.7071067811865476,0.7071067811865476,2.8284271247461903,0.0,4.0,1.0,2.0,19.0,19.0,3.0,26.0,11.0,3.0,1.0,2339.0,4.0,8.0,6.0,1.0,9.0,2.0,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,10.0,10.0,1.0,5.0,10.0,1.0,1.0,2277.0,2.0,7.0,5.0,0.0,5.0,2.0,3.0,0.5,1.0,14.5,14.5,2.0,15.5,10.5,2.0,1.0,2308.0,3.0,7.5,5.5,0.5,7.0,2.0,16.0,5.0,195
196,Kirk Hinrich,2,0.7711380116409249,2.0,4.0,0.0,35.0,29.0,2.0,20.0,6.0,0.0,6.0,2.0,5000.0,3.0,4.0,6.0,4.0,14.0,4.0,0.0,0.0,0.0,0.7071067811865476,2.1213203435596424,0.0,1.4142135623730951,1.4142135623730951,0.0,0.0,0.0,66.46803743153546,0.7071067811865476,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.0,2.0,0.0,18.0,16.0,1.0,11.0,4.0,0.0,1.0,2547.0,2.0,3.0,4.0,2.0,8.0,3.0,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,17.0,13.0,1.0,9.0,2.0,0.0,1.0,2453.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,2.0,0.0,17.5,14.5,1.0,10.0,3.0,0.0,1.0,2500.0,1.5,2.0,3.0,2.0,7.0,2.0,16.0,5.0,196
197,DJ Augustin,2,0.4343778815229947,1.0,3.0,1.0,18.0,19.0,0.0,11.0,6.0,3.0,6.0,2.0,3492.0,2.0,5.0,9.0,4.0,7.0,6.0,0.7071067811865476,0.7071067811865476,0.7071067811865476,11.313708498984761,4.949747468305833,0.0,7.7781745930520225,0.0,0.7071067811865476,0.0,0.0,148.49242404917499,0.0,0.7071067811865476,2.1213203435596424,0.0,4.949747468305833,1.4142135623730951,1.0,2.0,1.0,17.0,13.0,0.0,11.0,3.0,2.0,1.0,1851.0,1.0,3.0,6.0,2.0,7.0,4.0,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,6.0,0.0,0.0,3.0,1.0,1.0,1641.0,1.0,2.0,3.0,2.0,0.0,2.0,0.5,1.5,0.5,9.0,9.5,0.0,5.5,3.0,1.5,1.0,1746.0,1.0,2.5,4.5,2.0,3.5,3.0,16.0,5.0,197
198,Taj Gibson,2,0.2897737075114336,0.0,5.0,0.0,27.0,24.0,0.0,29.0,2.0,4.0,6.0,0.0,3529.0,5.0,2.0,16.0,6.0,9.0,2.0,0.0,0.7071067811865476,0.0,13.435028842544403,4.242640687119285,0.0,4.949747468305833,0.0,1.4142135623730951,0.0,0.0,96.87362902255701,0.7071067811865476,0.0,4.242640687119285,1.4142135623730951,4.949747468305833,1.4142135623730951,0.0,3.0,0.0,23.0,15.0,0.0,18.0,1.0,3.0,0.0,1833.0,3.0,1.0,11.0,4.0,8.0,2.0,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,4.0,9.0,0.0,11.0,1.0,1.0,0.0,1696.0,2.0,1.0,5.0,2.0,1.0,0.0,0.0,2.5,0.0,13.5,12.0,0.0,14.5,1.0,2.0,0.0,1764.5,2.5,1.0,8.0,3.0,4.5,1.0,16.0,5.0,198
199,Nazr Mohammed,2,0.37415167219709955,5.0,4.0,2.0,24.0,18.0,1.0,27.0,18.0,5.0,6.0,0.0,3397.0,6.0,13.0,2.0,4.0,10.0,3.0,0.7071067811865476,0.0,1.4142135623730951,2.8284271247461903,0.0,0.7071067811865476,12.020815280171307,2.8284271247461903,0.7071067811865476,0.0,0.0,9.192388155425117,1.4142135623730951,2.1213203435596424,1.4142135623730951,0.0,1.4142135623730951,0.7071067811865476,3.0,2.0,2.0,14.0,9.0,1.0,22.0,11.0,3.0,0.0,1705.0,4.0,8.0,2.0,2.0,6.0,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,10.0,9.0,0.0,5.0,7.0,2.0,0.0,1692.0,2.0,5.0,0.0,2.0,4.0,1.0,2.5,2.0,1.0,12.0,9.0,0.5,13.5,9.0,2.5,0.0,1698.5,3.0,6.5,1.0,2.0,5.0,1.5,16.0,5.0,199
200,Tony Snell,2,0.7364923650317643,0.0,0.0,1.0,2.0,1.0,0.0,-6.0,3.0,0.0,6.0,0.0,627.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7071067811865476,1.4142135623730951,0.7071067811865476,0.0,5.656854249492381,2.1213203435596424,0.0,0.0,0.0,53.033008588991066,0.7071067811865476,2.1213203435596424,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,351.0,1.0,3.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,-3.0,1.5,0.0,0.0,313.5,0.5,1.5,0.0,0.0,0.5,0.0,16.0,5.0,200
201,Jimmer Fredette,2,0.831840445403707,0.0,0.0,0.0,6.0,3.0,0.0,10.0,3.0,1.0,6.0,0.0,1095.0,3.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,4.242640687119285,2.1213203435596424,0.0,7.0710678118654755,2.1213203435596424,0.7071067811865476,0.0,0.0,364.15999231107196,0.7071067811865476,2.1213203435596424,0.0,0.0,1.4142135623730951,0.7071067811865476,0.0,0.0,0.0,6.0,3.0,0.0,10.0,3.0,1.0,0.0,805.0,2.0,3.0,1.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,0.0,5.0,1.5,0.5,0.0,547.5,1.5,1.5,1.0,0.0,1.0,0.5,16.0,5.0,201
202,Erik Murphy,2,0.5056942386412312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,202
203,Tornike Shengelia,2,0.6761202484892916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,203
204,Terrence Ross,3,0.5918498010201741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,204
205,Amir Johnson,2,0.22845966914418914,2.0,4.0,0.0,40.0,35.0,2.0,-6.0,20.0,4.0,9.0,3.0,5511.0,6.0,18.0,1.0,6.0,15.0,1.0,1.1547005383792517,1.5275252316519465,0.0,11.015141094572204,5.507570547286102,1.1547005383792517,10.0,2.081665999466133,2.3094010767585034,0.0,0.0,344.1685633523201,1.0,3.0,0.5773502691896258,2.0,3.605551275463989,0.5773502691896258,2.0,3.0,0.0,24.0,17.0,2.0,8.0,9.0,4.0,1.0,2079.0,3.0,9.0,1.0,4.0,8.0,1.0,1.732050807568878,0.9352195295828248,0.0,-0.271354761899859,-0.2713547618998579,1.732050807568878,0.0,1.293342780733395,1.732050807568878,0.0,-1.5997572704497875,0.0,0.0,1.732050807568878,0.0,-1.1520696383139377,1.732050807568878,0.0,0.0,0.0,2.0,6.0,0.0,-12.0,5.0,0.0,1.0,1443.0,1.0,3.0,0.0,0.0,1.0,0.0,0.6666666666666666,1.3333333333333333,0.0,13.333333333333334,11.666666666666666,0.6666666666666666,-2.0,6.666666666666667,1.3333333333333333,1.0,1837.0,2.0,6.0,0.3333333333333333,2.0,5.0,0.3333333333333333,17.0,6.0,205
206,Jonas Valanciunas,3,0.637420502267828,1.0,0.0,0.0,4.0,3.0,0.0,-14.0,8.0,1.0,6.0,2.0,1608.0,4.0,7.0,1.0,2.0,2.0,0.0,0.7071067811865476,0.0,0.0,2.8284271247461903,2.1213203435596424,0.0,4.242640687119285,2.8284271247461903,0.7071067811865476,0.0,0.0,885.2976900455575,2.8284271247461903,2.1213203435596424,0.7071067811865476,1.4142135623730951,1.4142135623730951,0.0,1.0,0.0,0.0,4.0,3.0,0.0,-4.0,6.0,1.0,1.0,1430.0,4.0,5.0,1.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,2.0,0.0,1.0,178.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,1.5,0.0,-7.0,4.0,0.5,1.0,804.0,2.0,3.5,0.5,1.0,1.0,0.0,17.0,6.0,206
207,Demar DeRozan,3,0.31594542811046045,6.0,9.0,2.0,51.0,30.0,0.0,10.0,25.0,6.0,9.0,3.0,5770.0,10.0,19.0,1.0,12.0,21.0,2.0,1.0,3.605551275463989,0.5773502691896258,4.358898943540674,3.605551275463989,0.0,14.153915830374762,2.0816659994661326,1.0,0.0,0.0,113.69403385109237,0.5773502691896258,1.5275252316519465,0.5773502691896258,4.58257569495584,3.0,0.5773502691896258,3.0,7.0,1.0,22.0,14.0,0.0,12.0,10.0,3.0,1.0,2022.0,4.0,8.0,1.0,9.0,10.0,1.0,0.0,1.1520696383139377,-1.732050807568877,1.6300591617118865,1.1520696383139377,0.0,-1.7223292917031292,-1.293342780733399,0.0,0.0,-0.964110896264857,1.732050807568875,0.9352195295828264,1.732050807568878,0.9352195295828245,0.0,-1.7320508075688767,1.0,0.0,0.0,14.0,7.0,0.0,-13.0,6.0,1.0,1.0,1799.0,3.0,5.0,0.0,0.0,4.0,0.0,2.0,3.0,0.6666666666666666,17.0,10.0,0.0,3.3333333333333335,8.333333333333334,2.0,1.0,1923.3333333333333,3.3333333333333335,6.333333333333333,0.3333333333333333,4.0,7.0,0.6666666666666666,17.0,6.0,207
208,Kyle Lowry,1,0.16620564198314458,0.0,12.0,1.0,65.0,52.0,1.0,1.0,12.0,7.0,9.0,3.0,7139.0,11.0,12.0,20.0,16.0,26.0,4.0,0.0,4.0,0.5773502691896258,6.658328118479393,2.886751345948129,0.5773502691896258,8.504900548115383,2.0,0.5773502691896257,0.0,0.0,25.32455988429676,1.1547005383792515,2.0,2.516611478423583,4.509249752822894,1.1547005383792515,1.1547005383792517,0.0,8.0,1.0,29.0,19.0,1.0,9.0,6.0,3.0,1.0,2407.0,5.0,6.0,9.0,10.0,10.0,2.0,0.0,0.0,1.732050807568878,1.0558318939643094,-1.7320508075688732,1.732050807568878,0.17609798539812835,0.0,1.732050807568875,0.0,0.8010762034795768,1.7320508075688785,0.0,-0.5855827262813887,0.3308318147058998,1.7320508075688823,-1.7320508075688767,0.0,0.0,0.0,16.0,14.0,0.0,-8.0,2.0,2.0,1.0,2357.0,3.0,2.0,4.0,1.0,8.0,0.0,0.0,4.0,0.3333333333333333,21.666666666666668,17.333333333333332,0.3333333333333333,0.3333333333333333,4.0,2.3333333333333335,1.0,2379.6666666666665,3.6666666666666665,4.0,6.666666666666667,5.333333333333333,8.666666666666666,1.3333333333333333,17.0,6.0,208
209,Patrick Patterson,3,0.09471465045746585,1.0,2.0,0.0,11.0,11.0,0.0,-19.0,1.0,5.0,3.0,1.0,1553.0,2.0,0.0,4.0,3.0,4.0,0.0,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,11.0,11.0,0.0,-19.0,1.0,5.0,1.0,1553.0,2.0,0.0,4.0,3.0,4.0,0.0,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,11.0,11.0,0.0,-19.0,1.0,5.0,1.0,1553.0,2.0,0.0,4.0,3.0,4.0,0.0,1.0,2.0,0.0,11.0,11.0,0.0,-19.0,1.0,5.0,1.0,1553.0,2.0,0.0,4.0,3.0,4.0,0.0,17.0,6.0,209
210,Steve Novak,3,0.138282056770192,2.0,1.0,1.0,15.0,16.0,0.0,6.0,10.0,1.0,9.0,1.0,3554.0,7.0,8.0,3.0,3.0,6.0,3.0,0.5773502691896258,0.5773502691896258,0.5773502691896258,3.0,1.5275252316519465,0.0,5.0,3.2145502536643185,0.5773502691896258,0.0,0.5773502691896258,603.3716378264173,1.1547005383792515,3.055050463303893,1.0,1.7320508075688772,1.0,1.0,1.0,1.0,1.0,8.0,7.0,0.0,7.0,7.0,1.0,1.0,1540.0,3.0,6.0,2.0,3.0,3.0,2.0,-1.732050807568877,1.732050807568878,1.732050807568878,0.0,0.9352195295828264,0.0,0.0,1.545392525695021,1.732050807568878,1.732050807568878,-1.7310018085537098,-1.7320508075688785,0.9352195295828248,0.0,1.7320508075688774,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,-3.0,1.0,0.0,0.0,488.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,5.0,5.333333333333333,0.0,2.0,3.3333333333333335,0.3333333333333333,0.3333333333333333,1184.6666666666667,2.3333333333333335,2.6666666666666665,1.0,1.0,2.0,1.0,17.0,6.0,210
