PlayerId,PlayerName,nb_rows_in_Actions,random_value,SUM(Actions.TotalRebounds),SUM(Actions.OffensiveRebounds),SUM(Actions.Assists),SUM(Actions.PersonalFouls),SUM(Actions.Turnovers),SUM(Actions.3PointsMade),SUM(Actions.FieldGoalsMade),SUM(Actions.FreeThrowsMade),SUM(Actions.FreeThrowAttempts),SUM(Actions.BlocksAgainst),SUM(Actions.PlusMinus),SUM(Actions.Steals),SUM(Actions.Starter),SUM(Actions.Minutes),SUM(Actions.DefensiveRebounds),SUM(Actions.Points),SUM(Actions.BlockedShots),SUM(Actions.FieldGoalAttempts),STD(Actions.TotalRebounds),STD(Actions.OffensiveRebounds),STD(Actions.Assists),STD(Actions.PersonalFouls),STD(Actions.Turnovers),STD(Actions.3PointsMade),STD(Actions.FieldGoalsMade),STD(Actions.FreeThrowsMade),STD(Actions.FreeThrowAttempts),STD(Actions.BlocksAgainst),STD(Actions.PlusMinus),STD(Actions.Steals),STD(Actions.Starter),STD(Actions.Minutes),STD(Actions.DefensiveRebounds),STD(Actions.Points),STD(Actions.BlockedShots),STD(Actions.FieldGoalAttempts),MAX(Actions.TotalRebounds),MAX(Actions.OffensiveRebounds),MAX(Actions.Assists),MAX(Actions.PersonalFouls),MAX(Actions.Turnovers),MAX(Actions.FieldGoalsMade),MAX(Actions.FreeThrowsMade),MAX(Actions.FreeThrowAttempts),MAX(Actions.BlocksAgainst),MAX(Actions.PlusMinus),MAX(Actions.Steals),MAX(Actions.Starter),MAX(Actions.Minutes),MAX(Actions.DefensiveRebounds),MAX(Actions.Points),MAX(Actions.BlockedShots),MAX(Actions.FieldGoalAttempts),SKEW(Actions.TotalRebounds),SKEW(Actions.OffensiveRebounds),SKEW(Actions.Assists),SKEW(Actions.PersonalFouls),SKEW(Actions.Turnovers),SKEW(Actions.FieldGoalsMade),SKEW(Actions.FreeThrowsMade),SKEW(Actions.FreeThrowAttempts),SKEW(Actions.BlocksAgainst),SKEW(Actions.PlusMinus),SKEW(Actions.Steals),SKEW(Actions.Starter),SKEW(Actions.Minutes),SKEW(Actions.DefensiveRebounds),SKEW(Actions.Points),SKEW(Actions.BlockedShots),SKEW(Actions.FieldGoalAttempts),MIN(Actions.TotalRebounds),MIN(Actions.OffensiveRebounds),MIN(Actions.Assists),MIN(Actions.PersonalFouls),MIN(Actions.Turnovers),MIN(Actions.FieldGoalsMade),MIN(Actions.FreeThrowsMade),MIN(Actions.FreeThrowAttempts),MIN(Actions.BlocksAgainst),MIN(Actions.PlusMinus),MIN(Actions.Steals),MIN(Actions.Starter),MIN(Actions.Minutes),MIN(Actions.DefensiveRebounds),MIN(Actions.Points),MIN(Actions.BlockedShots),MIN(Actions.FieldGoalAttempts),MEAN(Actions.TotalRebounds),MEAN(Actions.OffensiveRebounds),MEAN(Actions.Assists),MEAN(Actions.PersonalFouls),MEAN(Actions.Turnovers),MEAN(Actions.FieldGoalsMade),MEAN(Actions.FreeThrowsMade),MEAN(Actions.FreeThrowAttempts),MEAN(Actions.BlocksAgainst),MEAN(Actions.PlusMinus),MEAN(Actions.Steals),MEAN(Actions.Starter),MEAN(Actions.Minutes),MEAN(Actions.DefensiveRebounds),MEAN(Actions.Points),MEAN(Actions.BlockedShots),MEAN(Actions.FieldGoalAttempts),MODE(Actions.GameId),MODE(Actions.TeamId),add_numerical
198,Taj Gibson,2,0.5774194323928762,2.0,0.0,16.0,5.0,4.0,6.0,9.0,5.0,6.0,0.0,29.0,2.0,0.0,3529.0,2.0,27.0,0.0,24.0,0.0,0.0,4.242640687119285,0.7071067811865476,1.4142135623730951,0.0,4.949747468305833,0.7071067811865476,1.4142135623730951,0.0,4.949747468305833,1.4142135623730951,0.0,96.87362902255701,0.0,13.435028842544403,0.0,4.242640687119285,1.0,0.0,11.0,3.0,3.0,8.0,3.0,4.0,0.0,18.0,2.0,0.0,1833.0,1.0,23.0,0.0,15.0,,,,,,,,,,,,,,,,,,1.0,0.0,5.0,2.0,1.0,1.0,2.0,2.0,0.0,11.0,0.0,0.0,1696.0,1.0,4.0,0.0,9.0,1.0,0.0,8.0,2.5,2.0,4.5,2.5,3.0,0.0,14.5,1.0,0.0,1764.5,1.0,13.5,0.0,12.0,5.0,16.0,198
199,Nazr Mohammed,2,0.9255376981157036,18.0,5.0,2.0,6.0,5.0,6.0,10.0,4.0,4.0,1.0,27.0,3.0,0.0,3397.0,13.0,24.0,2.0,18.0,2.8284271247461903,0.7071067811865476,1.4142135623730951,1.4142135623730951,0.7071067811865476,0.0,1.4142135623730951,0.0,0.0,0.7071067811865476,12.020815280171307,0.7071067811865476,0.0,9.192388155425117,2.1213203435596424,2.8284271247461903,1.4142135623730951,0.0,11.0,3.0,2.0,4.0,3.0,6.0,2.0,2.0,1.0,22.0,2.0,0.0,1705.0,8.0,14.0,2.0,9.0,,,,,,,,,,,,,,,,,,7.0,2.0,0.0,2.0,2.0,4.0,2.0,2.0,0.0,5.0,1.0,0.0,1692.0,5.0,10.0,0.0,9.0,9.0,2.5,1.0,3.0,2.5,5.0,2.0,2.0,0.5,13.5,1.5,0.0,1698.5,6.5,12.0,1.0,9.0,5.0,16.0,199
200,Tony Snell,2,0.0783934472391985,3.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,-6.0,0.0,0.0,627.0,3.0,2.0,1.0,1.0,2.1213203435596424,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,5.656854249492381,0.0,0.0,53.033008588991066,2.1213203435596424,1.4142135623730951,0.7071067811865476,0.7071067811865476,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,351.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,-3.0,0.0,0.0,313.5,1.5,1.0,0.5,0.5,5.0,16.0,200
201,Jimmer Fredette,2,0.46793634343247026,3.0,0.0,2.0,3.0,1.0,6.0,2.0,0.0,0.0,0.0,10.0,1.0,0.0,1095.0,3.0,6.0,0.0,3.0,2.1213203435596424,0.0,0.0,0.7071067811865476,0.7071067811865476,0.0,1.4142135623730951,0.0,0.0,0.0,7.0710678118654755,0.7071067811865476,0.0,364.15999231107196,2.1213203435596424,4.242640687119285,0.0,2.1213203435596424,3.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,10.0,1.0,0.0,805.0,3.0,6.0,0.0,3.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0,1.5,0.5,1.0,0.0,0.0,0.0,5.0,0.5,0.0,547.5,1.5,3.0,0.0,1.5,5.0,16.0,201
202,Erik Murphy,2,0.4147156143439663,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,202
203,Tornike Shengelia,2,0.4218640755128551,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,203
204,Terrence Ross,3,0.6802097755183528,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,204
205,Amir Johnson,2,0.5953113166304964,20.0,2.0,1.0,6.0,4.0,9.0,15.0,4.0,6.0,2.0,-6.0,1.0,3.0,5511.0,18.0,40.0,0.0,35.0,2.081665999466133,1.1547005383792517,0.5773502691896258,1.0,2.3094010767585034,0.0,3.605551275463989,1.5275252316519465,2.0,1.1547005383792517,10.0,0.5773502691896258,0.0,344.1685633523201,3.0,11.015141094572204,0.0,5.507570547286102,9.0,2.0,1.0,3.0,4.0,8.0,3.0,4.0,2.0,8.0,1.0,1.0,2079.0,9.0,24.0,0.0,17.0,1.293342780733395,1.732050807568878,1.732050807568878,0.0,1.732050807568878,-1.1520696383139377,0.9352195295828248,0.0,1.732050807568878,0.0,1.732050807568878,0.0,-1.5997572704497875,0.0,-0.271354761899859,0.0,-0.2713547618998579,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-12.0,0.0,1.0,1443.0,3.0,2.0,0.0,6.0,6.666666666666667,0.6666666666666666,0.3333333333333333,2.0,1.3333333333333333,5.0,1.3333333333333333,2.0,0.6666666666666666,-2.0,0.3333333333333333,1.0,1837.0,6.0,13.333333333333334,0.0,11.666666666666666,6.0,17.0,205
206,Jonas Valanciunas,3,0.96983169525775,8.0,1.0,1.0,4.0,1.0,6.0,2.0,0.0,2.0,0.0,-14.0,0.0,2.0,1608.0,7.0,4.0,0.0,3.0,2.8284271247461903,0.7071067811865476,0.7071067811865476,2.8284271247461903,0.7071067811865476,0.0,1.4142135623730951,0.0,1.4142135623730951,0.0,4.242640687119285,0.0,0.0,885.2976900455575,2.1213203435596424,2.8284271247461903,0.0,2.1213203435596424,6.0,1.0,1.0,4.0,1.0,2.0,0.0,2.0,0.0,-4.0,0.0,1.0,1430.0,5.0,4.0,0.0,3.0,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,1.0,178.0,2.0,0.0,0.0,0.0,4.0,0.5,0.5,2.0,0.5,1.0,0.0,1.0,0.0,-7.0,0.0,1.0,804.0,3.5,2.0,0.0,1.5,6.0,17.0,206
207,Demar DeRozan,3,0.5354903140507347,25.0,6.0,1.0,10.0,6.0,9.0,21.0,9.0,12.0,0.0,10.0,2.0,3.0,5770.0,19.0,51.0,2.0,30.0,2.0816659994661326,1.0,0.5773502691896258,0.5773502691896258,1.0,0.0,3.0,3.605551275463989,4.58257569495584,0.0,14.153915830374762,0.5773502691896258,0.0,113.69403385109237,1.5275252316519465,4.358898943540674,0.5773502691896258,3.605551275463989,10.0,3.0,1.0,4.0,3.0,10.0,7.0,9.0,0.0,12.0,1.0,1.0,2022.0,8.0,22.0,1.0,14.0,-1.293342780733399,0.0,1.732050807568878,1.732050807568875,0.0,0.0,1.1520696383139377,0.9352195295828245,0.0,-1.7223292917031292,-1.7320508075688767,0.0,-0.964110896264857,0.9352195295828264,1.6300591617118865,-1.732050807568877,1.1520696383139377,6.0,1.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,-13.0,0.0,1.0,1799.0,5.0,14.0,0.0,7.0,8.333333333333334,2.0,0.3333333333333333,3.3333333333333335,2.0,7.0,3.0,4.0,0.0,3.3333333333333335,0.6666666666666666,1.0,1923.3333333333333,6.333333333333333,17.0,0.6666666666666666,10.0,6.0,17.0,207
208,Kyle Lowry,1,0.9464276221510656,12.0,0.0,20.0,11.0,7.0,9.0,26.0,12.0,16.0,1.0,1.0,4.0,3.0,7139.0,12.0,65.0,1.0,52.0,2.0,0.0,2.516611478423583,1.1547005383792515,0.5773502691896257,0.0,1.1547005383792515,4.0,4.509249752822894,0.5773502691896258,8.504900548115383,1.1547005383792517,0.0,25.32455988429676,2.0,6.658328118479393,0.5773502691896258,2.886751345948129,6.0,0.0,9.0,5.0,3.0,10.0,8.0,10.0,1.0,9.0,2.0,1.0,2407.0,6.0,29.0,1.0,19.0,0.0,0.0,-0.5855827262813887,1.7320508075688785,1.732050807568875,1.7320508075688823,0.0,0.3308318147058998,1.732050807568878,0.17609798539812835,-1.7320508075688767,0.0,0.8010762034795768,0.0,1.0558318939643094,1.732050807568878,-1.7320508075688732,2.0,0.0,4.0,3.0,2.0,8.0,0.0,1.0,0.0,-8.0,0.0,1.0,2357.0,2.0,16.0,0.0,14.0,4.0,0.0,6.666666666666667,3.6666666666666665,2.3333333333333335,8.666666666666666,4.0,5.333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,2379.6666666666665,4.0,21.666666666666668,0.3333333333333333,17.333333333333332,6.0,17.0,208
209,Patrick Patterson,3,0.8101904031550408,1.0,1.0,4.0,2.0,5.0,3.0,4.0,2.0,3.0,0.0,-19.0,0.0,1.0,1553.0,0.0,11.0,0.0,11.0,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,2.0,5.0,4.0,2.0,3.0,0.0,-19.0,0.0,1.0,1553.0,0.0,11.0,0.0,11.0,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,2.0,5.0,4.0,2.0,3.0,0.0,-19.0,0.0,1.0,1553.0,0.0,11.0,0.0,11.0,1.0,1.0,4.0,2.0,5.0,4.0,2.0,3.0,0.0,-19.0,0.0,1.0,1553.0,0.0,11.0,0.0,11.0,6.0,17.0,209
210,Steve Novak,3,0.6115663846938995,10.0,2.0,3.0,7.0,1.0,9.0,6.0,1.0,3.0,0.0,6.0,3.0,1.0,3554.0,8.0,15.0,1.0,16.0,3.2145502536643185,0.5773502691896258,1.0,1.1547005383792515,0.5773502691896258,0.0,1.0,0.5773502691896258,1.7320508075688772,0.0,5.0,1.0,0.5773502691896258,603.3716378264173,3.055050463303893,3.0,0.5773502691896258,1.5275252316519465,7.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,0.0,7.0,2.0,1.0,1540.0,6.0,8.0,1.0,7.0,1.545392525695021,-1.732050807568877,0.0,-1.7320508075688785,1.732050807568878,0.0,1.732050807568878,1.7320508075688774,0.0,0.0,0.0,1.732050807568878,-1.7310018085537098,0.9352195295828248,0.0,1.732050807568878,0.9352195295828264,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,0.0,488.0,0.0,2.0,0.0,4.0,3.3333333333333335,0.6666666666666666,1.0,2.3333333333333335,0.3333333333333333,2.0,0.3333333333333333,1.0,0.0,2.0,1.0,0.3333333333333333,1184.6666666666667,2.6666666666666665,5.0,0.3333333333333333,5.333333333333333,6.0,17.0,210
211,John Salmons,3,0.37339238376726136,2.0,0.0,0.0,7.0,1.0,9.0,5.0,1.0,1.0,0.0,9.0,3.0,0.0,2399.0,2.0,16.0,0.0,10.0,1.1547005383792517,0.0,0.0,2.0816659994661326,0.5773502691896258,0.0,2.0816659994661326,0.5773502691896258,0.5773502691896258,0.0,3.0,1.0,0.0,773.4858326649128,1.1547005383792517,6.8068592855540455,0.0,3.055050463303893,2.0,0.0,0.0,4.0,1.0,4.0,1.0,1.0,0.0,6.0,2.0,0.0,1544.0,2.0,13.0,0.0,6.0,1.732050807568878,0.0,0.0,-1.293342780733397,1.732050807568878,1.2933427807333955,1.732050807568878,1.732050807568878,0.0,0.0,0.0,0.0,-0.3202718130103285,1.732050807568878,1.3613013963760077,0.0,-0.9352195295828248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,2.3333333333333335,0.3333333333333333,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.0,3.0,1.0,0.0,799.6666666666666,0.6666666666666666,5.333333333333333,0.0,3.3333333333333335,6.0,17.0,211
212,Greivis Vasquez,3,0.14100873296185368,5.0,0.0,6.0,4.0,2.0,9.0,4.0,4.0,4.0,0.0,2.0,1.0,0.0,3395.0,5.0,14.0,1.0,12.0,1.5275252316519468,0.0,1.0,1.1547005383792517,0.5773502691896258,0.0,1.5275252316519468,2.3094010767585034,2.3094010767585034,0.0,6.110100926607787,0.5773502691896258,0.0,192.0138883865783,1.5275252316519468,6.429100507328636,0.5773502691896258,3.605551275463989,3.0,0.0,3.0,2.0,1.0,3.0,4.0,4.0,0.0,6.0,1.0,0.0,1325.0,3.0,12.0,1.0,8.0,-0.9352195295828252,0.0,0.0,-1.732050807568877,-1.732050807568877,0.9352195295828248,1.732050807568878,1.732050807568878,0.0,-0.9352195295828252,1.732050807568878,0.0,0.06248342565658225,-0.9352195295828252,1.5453925256950203,1.732050807568878,1.1520696383139377,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,941.0,0.0,0.0,0.0,1.0,1.6666666666666667,0.0,2.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,1131.6666666666667,1.6666666666666667,4.666666666666667,0.3333333333333333,4.0,6.0,17.0,212
213,Chuck Hayes,3,0.8201122716434146,9.0,0.0,12.0,10.0,6.0,9.0,14.0,5.0,7.0,3.0,19.0,2.0,2.0,5745.0,9.0,42.0,0.0,35.0,2.6457513110645907,0.0,3.605551275463989,0.5773502691896258,2.0,0.0,1.1547005383792517,1.5275252316519465,2.0816659994661326,1.0,0.5773502691896258,0.5773502691896258,0.5773502691896258,504.7147709350302,2.6457513110645907,3.605551275463989,0.0,0.5773502691896258,5.0,0.0,8.0,4.0,4.0,6.0,3.0,4.0,2.0,7.0,1.0,1.0,2394.0,5.0,17.0,0.0,12.0,-1.457862967321305,0.0,1.1520696383139377,1.732050807568875,0.0,1.732050807568875,-0.9352195295828248,-1.293342780733397,0.0,1.732050807568882,-1.732050807568877,-1.732050807568877,-0.42409371365329973,-1.457862967321305,-1.1520696383139377,0.0,-1.732050807568868,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,1388.0,0.0,10.0,0.0,11.0,3.0,0.0,4.0,3.3333333333333335,2.0,4.666666666666667,1.6666666666666667,2.3333333333333335,1.0,6.333333333333333,0.6666666666666666,0.6666666666666666,1915.0,3.0,14.0,0.0,11.666666666666666,6.0,17.0,213
214,Nando De Colo,3,0.5943308125620834,4.0,0.0,2.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,1380.0,4.0,6.0,2.0,4.0,1.5275252316519465,0.0,1.1547005383792517,0.0,0.0,0.0,1.7320508075688772,0.0,0.0,0.0,1.5275252316519468,0.0,0.0,524.3863079829603,1.5275252316519465,3.4641016151377544,1.1547005383792517,2.3094010767585034,3.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1031.0,3.0,6.0,2.0,4.0,0.9352195295828248,0.0,1.732050807568878,0.0,0.0,1.7320508075688774,0.0,0.0,0.0,0.9352195295828252,0.0,0.0,0.9098617375242554,0.9352195295828248,1.7320508075688774,1.732050807568878,1.732050807568878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,460.0,1.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,6.0,17.0,214
215,Landry Fields,3,0.22226678224626428,4.0,1.0,8.0,3.0,3.0,9.0,5.0,4.0,4.0,0.0,14.0,3.0,0.0,2761.0,3.0,16.0,1.0,15.0,0.5773502691896258,0.5773502691896258,2.0816659994661326,1.0,1.0,0.0,1.1547005383792517,1.1547005383792517,1.1547005383792517,0.0,4.618802153517007,1.0,0.0,396.7383688696284,1.0,4.163331998932265,0.5773502691896258,2.6457513110645907,2.0,1.0,5.0,2.0,2.0,3.0,2.0,2.0,0.0,10.0,2.0,0.0,1373.0,2.0,10.0,1.0,8.0,1.7320508075688787,1.732050807568878,1.293342780733397,0.0,0.0,1.7320508075688767,-1.732050807568877,-1.732050807568877,0.0,1.7320508075688767,0.0,0.0,1.5496187104388017,0.0,1.293342780733397,1.732050807568878,1.457862967321305,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,633.0,0.0,2.0,0.0,3.0,1.3333333333333333,0.3333333333333333,2.6666666666666665,1.0,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.0,4.666666666666667,1.0,0.0,920.3333333333334,1.0,5.333333333333333,0.3333333333333333,5.0,6.0,17.0,215
216,Tyler Hansbrough,3,0.08995137807589226,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8867513459481287,0.0,0.0,79.09698687897874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7320508075688767,0.0,0.0,1.732050807568878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6666666666666667,0.0,0.0,45.666666666666664,0.0,0.0,0.0,0.0,6.0,17.0,216
217,Lebron James,2,0.10096508066279186,8.0,4.0,2.0,6.0,2.0,9.0,4.0,4.0,7.0,0.0,-11.0,1.0,0.0,2248.0,4.0,12.0,1.0,6.0,2.516611478423583,1.5275252316519465,1.1547005383792517,1.7320508075688772,1.1547005383792517,0.0,1.1547005383792517,1.5275252316519468,2.516611478423583,0.0,3.2145502536643185,0.5773502691896258,0.0,651.3534626708707,1.1547005383792517,3.605551275463989,0.5773502691896258,2.0,5.0,3.0,2.0,3.0,2.0,2.0,3.0,5.0,0.0,0.0,1.0,0.0,1180.0,2.0,7.0,1.0,4.0,-0.5855827262813872,0.9352195295828248,1.732050807568878,-1.7320508075688774,1.732050807568878,-1.732050807568877,0.9352195295828252,0.5855827262813873,0.0,1.5453925256950203,1.732050807568878,0.0,-1.6746161826904367,-1.732050807568877,-1.1520696383139377,1.732050807568878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.3333333333333335,0.0,-3.6666666666666665,0.3333333333333333,0.0,749.3333333333334,1.3333333333333333,4.0,0.3333333333333333,2.0,6.0,17.0,217
218,Udonis Haslem,2,0.2877577723378214,11.0,0.0,16.0,2.0,8.0,6.0,18.0,11.0,16.0,0.0,40.0,2.0,2.0,4094.0,11.0,49.0,1.0,32.0,2.1213203435596424,0.0,0.0,1.4142135623730951,2.8284271247461903,0.0,2.8284271247461903,4.949747468305833,4.242640687119285,0.0,2.8284271247461903,0.0,0.0,404.4650788387052,2.1213203435596424,10.606601717798213,0.7071067811865476,5.656854249492381,7.0,0.0,8.0,2.0,6.0,11.0,9.0,11.0,0.0,22.0,1.0,1.0,2333.0,7.0,32.0,1.0,20.0,,,,,,,,,,,,,,,,,,4.0,0.0,8.0,0.0,2.0,7.0,2.0,5.0,0.0,18.0,1.0,1.0,1761.0,4.0,17.0,0.0,12.0,5.5,0.0,8.0,1.0,4.0,9.0,5.5,8.0,0.0,20.0,1.0,1.0,2047.0,5.5,24.5,0.5,16.0,6.0,18.0,218
219,Chris Bosh,2,0.9171223732605719,10.0,2.0,1.0,1.0,0.0,6.0,4.0,0.0,0.0,0.0,14.0,2.0,2.0,2494.0,8.0,8.0,0.0,8.0,0.0,0.0,0.7071067811865476,0.7071067811865476,0.0,0.0,1.4142135623730951,0.0,0.0,0.0,7.0710678118654755,0.0,0.0,353.5533905932738,0.0,2.8284271247461903,0.0,1.4142135623730951,5.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,12.0,1.0,1.0,1497.0,4.0,6.0,0.0,5.0,,,,,,,,,,,,,,,,,,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,997.0,4.0,2.0,0.0,3.0,5.0,1.0,0.5,0.5,0.0,2.0,0.0,0.0,0.0,7.0,1.0,1.0,1247.0,4.0,4.0,0.0,4.0,6.0,18.0,219
220,Toney Douglas,2,0.9373539070666806,4.0,1.0,4.0,1.0,3.0,6.0,15.0,2.0,3.0,0.0,40.0,2.0,2.0,3632.0,3.0,33.0,1.0,29.0,2.8284271247461903,0.7071067811865476,0.0,0.7071067811865476,0.7071067811865476,0.0,0.7071067811865476,1.4142135623730951,2.1213203435596424,0.0,9.899494936611665,0.0,0.0,340.82546853191593,2.1213203435596424,2.1213203435596424,0.7071067811865476,2.1213203435596424,4.0,1.0,2.0,1.0,2.0,8.0,2.0,3.0,0.0,27.0,1.0,1.0,2057.0,3.0,18.0,1.0,16.0,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,1.0,7.0,0.0,0.0,0.0,13.0,1.0,1.0,1575.0,0.0,15.0,0.0,13.0,2.0,0.5,2.0,0.5,1.5,7.5,1.0,1.5,0.0,20.0,1.0,1.0,1816.0,1.5,16.5,0.5,14.5,6.0,18.0,220
221,Mario Chalmers,2,0.7526329443407116,10.0,4.0,3.0,6.0,1.0,6.0,5.0,3.0,4.0,1.0,23.0,2.0,2.0,3023.0,6.0,14.0,0.0,11.0,2.8284271247461903,2.8284271247461903,2.1213203435596424,1.4142135623730951,0.7071067811865476,0.0,0.7071067811865476,2.1213203435596424,2.8284271247461903,0.7071067811865476,2.1213203435596424,1.4142135623730951,0.0,89.80256121069154,0.0,2.8284271247461903,0.0,2.1213203435596424,7.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,1.0,13.0,2.0,1.0,1575.0,3.0,9.0,0.0,7.0,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0,1448.0,3.0,5.0,0.0,4.0,5.0,2.0,1.5,3.0,0.5,2.5,1.5,2.0,0.5,11.5,1.0,1.0,1511.5,3.0,7.0,0.0,5.5,6.0,18.0,221
